epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
120,9084.99,0.82977,0.66141,1.07561,0.89386,0.69852,0.80114,0.64761,0.68968,0.5875,0.99042,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,9158.58,0.83507,0.6705,1.08058,0.89406,0.69791,0.80086,0.64797,0.68949,0.58741,0.99028,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,9232.66,0.84314,0.67311,1.08021,0.89507,0.69806,0.80098,0.64787,0.68929,0.58757,0.99018,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,9310.25,0.83589,0.66907,1.0785,0.89475,0.69882,0.80129,0.64821,0.6888,0.58731,0.98987,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,9384.2,0.83771,0.67163,1.08126,0.8949,0.69815,0.80133,0.64832,0.68864,0.5875,0.98978,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,9458.28,0.83409,0.66674,1.07688,0.896,0.69789,0.8013,0.64838,0.68837,0.58801,0.98943,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,9536.56,0.83142,0.66333,1.07312,0.89661,0.69813,0.80131,0.64842,0.68852,0.58832,0.98952,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,9610.81,0.83369,0.66507,1.07834,0.89665,0.69813,0.80138,0.64849,0.68825,0.58868,0.98925,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,9684.85,0.83304,0.66255,1.07559,0.89551,0.69818,0.80155,0.64893,0.68806,0.58869,0.98909,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,9758.94,0.83808,0.66721,1.07737,0.89632,0.69745,0.80161,0.64895,0.68789,0.58886,0.98886,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,9836.25,0.83086,0.66156,1.07209,0.8953,0.69775,0.80155,0.64913,0.68735,0.58917,0.98852,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,9909.68,0.82861,0.65997,1.07295,0.8951,0.69771,0.80141,0.64899,0.68699,0.58932,0.98825,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,9983.69,0.82615,0.6588,1.07175,0.89474,0.6976,0.80112,0.649,0.6867,0.58901,0.98797,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,10060.4,0.8324,0.6611,1.07391,0.89547,0.69783,0.80122,0.64904,0.68659,0.58935,0.98777,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,10133.7,0.83391,0.66606,1.07816,0.89476,0.69783,0.80128,0.64904,0.68649,0.58939,0.98776,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
